Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
03/01/2005,07.00.00,"1,8",-200.0,-200.0,"-200,0",-200.0,366.0,-200.0,121.0,-200.0,-200.0,-200,-200,-200
03/01/2005,08.00.00,"3,6",-200.0,-200.0,"-200,0",-200.0,622.0,-200.0,164.0,-200.0,-200.0,-200,-200,-200
03/01/2005,09.00.00,"3,1",-200.0,-200.0,"-200,0",-200.0,551.0,-200.0,175.0,-200.0,-200.0,-200,-200,-200
03/01/2005,10.00.00,"1,9",-200.0,-200.0,"-200,0",-200.0,349.0,-200.0,130.0,-200.0,-200.0,-200,-200,-200
03/01/2005,11.00.00,"1,7",-200.0,-200.0,"-200,0",-200.0,285.0,-200.0,117.0,-200.0,-200.0,-200,-200,-200
03/01/2005,12.00.00,"1,7",-200.0,-200.0,"-200,0",-200.0,265.0,-200.0,115.0,-200.0,-200.0,-200,-200,-200
03/01/2005,13.00.00,"1,6",-200.0,-200.0,"-200,0",-200.0,222.0,-200.0,106.0,-200.0,-200.0,-200,-200,-200
03/01/2005,14.00.00,"1,6",-200.0,-200.0,"-200,0",-200.0,237.0,-200.0,102.0,-200.0,-200.0,-200,-200,-200
03/01/2005,15.00.00,"1,7",-200.0,-200.0,"-200,0",-200.0,294.0,-200.0,122.0,-200.0,-200.0,-200,-200,-200
03/01/2005,16.00.00,"2,2",-200.0,-200.0,"-200,0",-200.0,329.0,-200.0,138.0,-200.0,-200.0,-200,-200,-200
03/01/2005,17.00.00,"3,3",-200.0,-200.0,"-200,0",-200.0,487.0,-200.0,162.0,-200.0,-200.0,-200,-200,-200
03/01/2005,18.00.00,"3,9",-200.0,-200.0,"-200,0",-200.0,604.0,-200.0,177.0,-200.0,-200.0,-200,-200,-200
03/01/2005,19.00.00,"5,0",-200.0,-200.0,"-200,0",-200.0,728.0,-200.0,190.0,-200.0,-200.0,-200,-200,-200
03/01/2005,20.00.00,"4,2",-200.0,-200.0,"-200,0",-200.0,653.0,-200.0,182.0,-200.0,-200.0,-200,-200,-200
03/01/2005,21.00.00,"3,2",-200.0,-200.0,"-200,0",-200.0,509.0,-200.0,163.0,-200.0,-200.0,-200,-200,-200
03/01/2005,22.00.00,"1,7",-200.0,-200.0,"-200,0",-200.0,277.0,-200.0,135.0,-200.0,-200.0,-200,-200,-200
03/01/2005,23.00.00,"1,5",-200.0,-200.0,"-200,0",-200.0,268.0,-200.0,130.0,-200.0,-200.0,-200,-200,-200
04/01/2005,00.00.00,"1,3",-200.0,-200.0,"-200,0",-200.0,193.0,-200.0,117.0,-200.0,-200.0,-200,-200,-200
04/01/2005,01.00.00,"1,2",-200.0,-200.0,"-200,0",-200.0,167.0,-200.0,104.0,-200.0,-200.0,-200,-200,-200
04/01/2005,02.00.00,"1,3",-200.0,-200.0,"-200,0",-200.0,159.0,-200.0,97.0,-200.0,-200.0,-200,-200,-200
04/01/2005,03.00.00,"0,8",-200.0,-200.0,"-200,0",-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200,-200,-200
04/01/2005,04.00.00,"0,6",-200.0,-200.0,"-200,0",-200.0,89.0,-200.0,72.0,-200.0,-200.0,-200,-200,-200
04/01/2005,05.00.00,"0,8",-200.0,-200.0,"-200,0",-200.0,97.0,-200.0,71.0,-200.0,-200.0,-200,-200,-200
04/01/2005,06.00.00,"0,9",-200.0,-200.0,"-200,0",-200.0,182.0,-200.0,94.0,-200.0,-200.0,-200,-200,-200
04/01/2005,07.00.00,"1,1",-200.0,-200.0,"-200,0",-200.0,262.0,-200.0,118.0,-200.0,-200.0,-200,-200,-200
04/01/2005,08.00.00,"3,4",-200.0,-200.0,"-200,0",-200.0,561.0,-200.0,174.0,-200.0,-200.0,-200,-200,-200
04/01/2005,09.00.00,"3,6",-200.0,-200.0,"-200,0",-200.0,540.0,-200.0,170.0,-200.0,-200.0,-200,-200,-200
04/01/2005,10.00.00,"3,1",-200.0,-200.0,"-200,0",-200.0,480.0,-200.0,171.0,-200.0,-200.0,-200,-200,-200
04/01/2005,11.00.00,"3,3",-200.0,-200.0,"-200,0",-200.0,608.0,-200.0,196.0,-200.0,-200.0,-200,-200,-200
04/01/2005,12.00.00,"3,4",-200.0,-200.0,"-200,0",-200.0,584.0,-200.0,191.0,-200.0,-200.0,-200,-200,-200
04/01/2005,13.00.00,"2,8",-200.0,-200.0,"-200,0",-200.0,426.0,-200.0,165.0,-200.0,-200.0,-200,-200,-200
04/01/2005,14.00.00,"2,6",-200.0,-200.0,"-200,0",-200.0,397.0,-200.0,148.0,-200.0,-200.0,-200,-200,-200
04/01/2005,15.00.00,"3,0",-200.0,-200.0,"-200,0",-200.0,473.0,-200.0,172.0,-200.0,-200.0,-200,-200,-200
04/01/2005,16.00.00,"2,9",-200.0,-200.0,"-200,0",-200.0,369.0,-200.0,165.0,-200.0,-200.0,-200,-200,-200
04/01/2005,17.00.00,"3,8",-200.0,-200.0,"-200,0",-200.0,532.0,-200.0,184.0,-200.0,-200.0,-200,-200,-200
04/01/2005,18.00.00,"3,8",-200.0,-200.0,"-200,0",-200.0,498.0,-200.0,173.0,-200.0,-200.0,-200,-200,-200
04/01/2005,19.00.00,"3,6",-200.0,-200.0,"-200,0",-200.0,487.0,-200.0,174.0,-200.0,-200.0,-200,-200,-200
04/01/2005,20.00.00,"4,5",-200.0,-200.0,"-200,0",-200.0,629.0,-200.0,181.0,-200.0,-200.0,-200,-200,-200
04/01/2005,21.00.00,"3,7",-200.0,-200.0,"-200,0",-200.0,502.0,-200.0,166.0,-200.0,-200.0,-200,-200,-200
04/01/2005,22.00.00,"2,4",-200.0,-200.0,"-200,0",-200.0,381.0,-200.0,150.0,-200.0,-200.0,-200,-200,-200
04/01/2005,23.00.00,"1,7",-200.0,-200.0,"-200,0",-200.0,250.0,-200.0,131.0,-200.0,-200.0,-200,-200,-200
05/01/2005,00.00.00,"1,7",-200.0,-200.0,"-200,0",-200.0,266.0,-200.0,129.0,-200.0,-200.0,-200,-200,-200
05/01/2005,01.00.00,"1,7",1135.0,-200.0,"5,6",792.0,226.0,727.0,120.0,1170.0,1151.0,"9,5","69,5","0,8261"
05/01/2005,02.00.00,"1,9",1188.0,-200.0,"8,1",901.0,259.0,657.0,119.0,1261.0,1185.0,"9,1","70,9","0,8176"
05/01/2005,03.00.00,"2,0",1242.0,-200.0,"8,5",921.0,-200.0,626.0,-200.0,1219.0,1374.0,"8,1","72,1","0,7798"
05/01/2005,04.00.00,"2,0",1219.0,-200.0,"7,7",889.0,260.0,649.0,111.0,1186.0,1405.0,"7,9","72,1","0,7679"
05/01/2005,05.00.00,"1,7",1187.0,-200.0,"6,8",850.0,242.0,653.0,109.0,1169.0,1383.0,"7,6","72,7","0,7598"
05/01/2005,06.00.00,"1,8",1225.0,-200.0,"8,1",904.0,267.0,644.0,110.0,1194.0,1460.0,"7,5","71,7","0,7439"
05/01/2005,07.00.00,"2,2",1333.0,-200.0,"11,1",1019.0,411.0,576.0,126.0,1275.0,1612.0,"7,9","70,6","0,7562"
05/01/2005,08.00.00,"3,7",1489.0,-200.0,"16,4",1193.0,670.0,497.0,148.0,1475.0,1776.0,"8,6","69,0","0,7732"
05/01/2005,09.00.00,"4,8",1596.0,-200.0,"21,6",1341.0,830.0,436.0,162.0,1672.0,1991.0,"9,1","67,5","0,7831"
05/01/2005,10.00.00,"4,8",1585.0,-200.0,"19,3",1277.0,845.0,456.0,173.0,1567.0,1944.0,"9,8","65,8","0,7967"
05/01/2005,11.00.00,"5,2",1674.0,-200.0,"22,9",1376.0,992.0,438.0,198.0,1643.0,2098.0,"11,2","61,9","0,8226"
05/01/2005,12.00.00,"5,9",1741.0,-200.0,"25,3",1438.0,1130.0,416.0,219.0,1741.0,2159.0,"12,8","60,1","0,8820"
05/01/2005,13.00.00,"5,9",1680.0,-200.0,"25,2",1434.0,977.0,417.0,206.0,1790.0,2005.0,"13,4","62,4","0,9513"
05/01/2005,14.00.00,"3,1",1295.0,-200.0,"13,2",1090.0,459.0,553.0,155.0,1479.0,1441.0,"14,3","61,2","0,9941"
05/01/2005,15.00.00,"2,6",1288.0,-200.0,"13,9",1112.0,346.0,560.0,150.0,1492.0,1380.0,"14,6","59,6","0,9824"
05/01/2005,16.00.00,"2,8",1281.0,-200.0,"13,8",1111.0,383.0,553.0,148.0,1483.0,1409.0,"14,2","60,0","0,9684"
05/01/2005,17.00.00,"2,8",1310.0,-200.0,"13,5",1099.0,414.0,559.0,158.0,1481.0,1445.0,"13,8","62,6","0,9862"
05/01/2005,18.00.00,"2,8",1276.0,-200.0,"13,5",1099.0,370.0,559.0,152.0,1504.0,1388.0,"13,6","64,0","0,9891"
05/01/2005,19.00.00,"3,1",1312.0,-200.0,"15,0",1148.0,400.0,532.0,148.0,1525.0,1411.0,"13,4","64,5","0,9865"
05/01/2005,20.00.00,"3,3",1332.0,-200.0,"14,9",1146.0,378.0,539.0,147.0,1523.0,1377.0,"13,5","64,7","0,9971"
05/01/2005,21.00.00,"2,7",1248.0,-200.0,"11,9",1046.0,357.0,588.0,144.0,1404.0,1316.0,"13,4","65,3","0,9967"
05/01/2005,22.00.00,"2,3",1182.0,-200.0,"9,2",947.0,333.0,643.0,144.0,1334.0,1210.0,"13,2","64,5","0,9732"
05/01/2005,23.00.00,"1,6",1059.0,-200.0,"6,0",810.0,227.0,764.0,126.0,1200.0,1002.0,"13,2","62,3","0,9392"
06/01/2005,00.00.00,"1,6",1056.0,-200.0,"5,6",795.0,203.0,783.0,115.0,1187.0,896.0,"12,5","63,7","0,9196"
06/01/2005,01.00.00,"1,7",1064.0,-200.0,"5,4",785.0,210.0,769.0,116.0,1184.0,946.0,"12,3","64,6","0,9229"
06/01/2005,02.00.00,"1,6",1059.0,-200.0,"5,4",783.0,198.0,781.0,112.0,1188.0,877.0,"12,5","63,8","0,9244"
06/01/2005,03.00.00,"1,4",991.0,-200.0,"3,5",681.0,-200.0,874.0,-200.0,1125.0,718.0,"12,6","62,7","0,9121"
06/01/2005,04.00.00,-200,950.0,-200.0,"2,5",622.0,89.0,960.0,67.0,1093.0,643.0,"12,0","64,6","0,9060"
06/01/2005,05.00.00,"0,9",1005.0,-200.0,"3,4",679.0,89.0,875.0,67.0,1120.0,745.0,"10,7","69,5","0,8919"
06/01/2005,06.00.00,"0,8",939.0,-200.0,"1,8",568.0,101.0,1037.0,72.0,1054.0,656.0,"12,4","62,6","0,8994"
06/01/2005,07.00.00,"0,7",961.0,-200.0,"2,6",629.0,104.0,1011.0,69.0,1114.0,682.0,"12,3","62,7","0,8947"
06/01/2005,08.00.00,"1,1",1017.0,-200.0,"4,0",712.0,192.0,827.0,107.0,1147.0,829.0,"11,4","66,6","0,8948"
06/01/2005,09.00.00,"1,5",1108.0,-200.0,"6,2",823.0,237.0,720.0,117.0,1247.0,961.0,"11,1","70,2","0,9276"
06/01/2005,10.00.00,"1,5",1122.0,-200.0,"5,8",803.0,211.0,733.0,115.0,1225.0,960.0,"13,4","61,0","0,9348"
06/01/2005,11.00.00,"1,6",1099.0,-200.0,"6,3",826.0,230.0,739.0,120.0,1223.0,940.0,"15,9","52,2","0,9377"
06/01/2005,12.00.00,"1,6",1124.0,-200.0,"5,9",805.0,240.0,726.0,128.0,1233.0,938.0,"15,6","54,0","0,9515"
06/01/2005,13.00.00,"2,0",1186.0,-200.0,"8,5",921.0,295.0,660.0,138.0,1310.0,1040.0,"16,3","51,5","0,9462"
06/01/2005,14.00.00,"1,7",1096.0,-200.0,"6,2",819.0,243.0,733.0,127.0,1238.0,904.0,"16,5","50,8","0,9442"
06/01/2005,15.00.00,"1,5",1120.0,-200.0,"6,4",829.0,196.0,725.0,111.0,1259.0,910.0,"16,3","51,9","0,9535"
06/01/2005,16.00.00,"2,0",1185.0,-200.0,"7,9",893.0,237.0,666.0,122.0,1312.0,1011.0,"16,2","53,0","0,9687"
06/01/2005,17.00.00,"1,9",1173.0,-200.0,"7,7",885.0,274.0,685.0,134.0,1288.0,1038.0,"15,6","54,8","0,9660"
06/01/2005,18.00.00,"2,1",1221.0,-200.0,"8,9",935.0,352.0,642.0,153.0,1323.0,1144.0,"14,5","57,5","0,9440"
06/01/2005,19.00.00,"2,8",1330.0,-200.0,"12,4",1063.0,488.0,578.0,169.0,1419.0,1352.0,"14,0","60,1","0,9566"
06/01/2005,20.00.00,"2,7",1325.0,-200.0,"11,3",1027.0,426.0,591.0,162.0,1394.0,1365.0,"13,5","63,0","0,9686"
06/01/2005,21.00.00,"2,4",1195.0,-200.0,"8,4",915.0,376.0,666.0,152.0,1295.0,1245.0,"12,6","65,4","0,9529"
06/01/2005,22.00.00,"1,6",1150.0,-200.0,"7,3",869.0,237.0,694.0,127.0,1252.0,1203.0,"12,0","67,5","0,9413"
06/01/2005,23.00.00,"1,7",1145.0,-200.0,"5,9",806.0,199.0,736.0,112.0,1207.0,1120.0,"10,5","72,0","0,9120"
07/01/2005,00.00.00,"1,3",1041.0,-200.0,"4,3",729.0,164.0,819.0,98.0,1130.0,972.0,"10,0","70,9","0,8706"
07/01/2005,01.00.00,"1,4",1032.0,-200.0,"3,6",687.0,142.0,867.0,89.0,1109.0,878.0,"9,8","70,7","0,8571"
07/01/2005,02.00.00,"1,2",1010.0,-200.0,"3,1",661.0,142.0,881.0,82.0,1100.0,853.0,"8,0","75,0","0,8098"
07/01/2005,03.00.00,"1,0",951.0,-200.0,"2,5",620.0,-200.0,938.0,-200.0,1077.0,779.0,"7,9","75,1","0,8050"
07/01/2005,04.00.00,"1,0",944.0,-200.0,"2,5",617.0,127.0,944.0,77.0,1039.0,766.0,"7,0","77,3","0,7782"
07/01/2005,05.00.00,"0,6",862.0,-200.0,"1,4",540.0,73.0,1110.0,55.0,999.0,670.0,"7,2","74,4","0,7581"
07/01/2005,06.00.00,"0,7",909.0,-200.0,"1,8",567.0,100.0,1049.0,63.0,993.0,694.0,"6,7","75,0","0,7418"
07/01/2005,07.00.00,"1,0",965.0,-200.0,"3,1",659.0,126.0,973.0,69.0,1059.0,739.0,"6,4","76,3","0,7389"
07/01/2005,08.00.00,"1,7",1102.0,-200.0,"7,6",884.0,284.0,719.0,99.0,1218.0,940.0,"6,0","78,5","0,7377"
07/01/2005,09.00.00,"3,0",1226.0,-200.0,"15,3",1157.0,419.0,552.0,125.0,1464.0,1201.0,"6,3","77,4","0,7452"
07/01/2005,10.00.00,"2,4",1132.0,-200.0,"9,3",950.0,432.0,659.0,123.0,1253.0,1106.0,"7,7","73,8","0,7769"
07/01/2005,11.00.00,"2,2",1183.0,-200.0,"11,0",1013.0,310.0,632.0,128.0,1306.0,1186.0,"10,2","61,5","0,7638"
07/01/2005,12.00.00,"2,6",1211.0,-200.0,"10,6",998.0,446.0,605.0,149.0,1298.0,1302.0,"11,3","58,1","0,7743"
07/01/2005,13.00.00,"2,5",1253.0,-200.0,"11,4",1030.0,464.0,590.0,137.0,1351.0,1368.0,"10,6","62,3","0,7981"
07/01/2005,14.00.00,"3,0",1311.0,-200.0,"13,1",1088.0,505.0,563.0,147.0,1402.0,1452.0,"11,1","62,0","0,8199"
07/01/2005,15.00.00,"3,3",1341.0,-200.0,"14,8",1142.0,564.0,536.0,168.0,1454.0,1537.0,"12,6","57,7","0,8387"
07/01/2005,16.00.00,"3,8",1432.0,-200.0,"16,5",1195.0,625.0,509.0,180.0,1513.0,1651.0,"13,3","56,2","0,8548"
07/01/2005,17.00.00,"3,6",1404.0,-200.0,"16,5",1195.0,590.0,499.0,170.0,1501.0,1623.0,"11,2","65,3","0,8639"
07/01/2005,18.00.00,"5,0",1493.0,-200.0,"21,5",1337.0,712.0,466.0,180.0,1638.0,1742.0,"8,8","74,6","0,8434"
07/01/2005,19.00.00,"5,7",1478.0,-200.0,"22,2",1357.0,723.0,473.0,178.0,1652.0,1639.0,"7,2","78,5","0,8030"
07/01/2005,20.00.00,"5,0",1411.0,-200.0,"20,5",1311.0,707.0,487.0,159.0,1589.0,1537.0,"6,5","80,0","0,7789"
07/01/2005,21.00.00,"4,8",1387.0,-200.0,"17,7",1231.0,737.0,523.0,156.0,1487.0,1463.0,"5,8","83,8","0,7768"
07/01/2005,22.00.00,"3,9",1306.0,-200.0,"15,4",1161.0,646.0,557.0,146.0,1407.0,1379.0,"5,5","83,5","0,7619"
07/01/2005,23.00.00,"3,3",1232.0,-200.0,"11,6",1035.0,536.0,623.0,132.0,1296.0,1256.0,"5,8","81,3","0,7568"
08/01/2005,00.00.00,"3,4",1277.0,-200.0,"13,0",1085.0,567.0,589.0,137.0,1329.0,1344.0,"5,4","82,6","0,7495"
08/01/2005,01.00.00,"2,4",1063.0,-200.0,"6,7",843.0,357.0,762.0,114.0,1125.0,1089.0,"6,4","76,3","0,7369"
08/01/2005,02.00.00,"1,4",991.0,-200.0,"4,6",744.0,187.0,863.0,95.0,1069.0,949.0,"7,0","73,6","0,7417"
08/01/2005,03.00.00,"1,4",989.0,-200.0,"3,8",701.0,-200.0,871.0,-200.0,1049.0,933.0,"7,2","72,3","0,7392"
08/01/2005,04.00.00,"1,2",972.0,-200.0,"3,4",674.0,169.0,926.0,88.0,1032.0,882.0,"7,9","69,3","0,7413"
08/01/2005,05.00.00,"1,2",973.0,-200.0,"3,4",675.0,184.0,903.0,94.0,1029.0,905.0,"7,4","71,7","0,7434"
08/01/2005,06.00.00,"1,2",985.0,-200.0,"3,6",691.0,205.0,878.0,97.0,1056.0,902.0,"7,7","71,9","0,7575"
08/01/2005,07.00.00,"1,3",1020.0,-200.0,"4,5",736.0,213.0,854.0,93.0,1069.0,923.0,"8,1","68,0","0,7396"
08/01/2005,08.00.00,"2,3",1192.0,-200.0,"10,0",978.0,415.0,638.0,113.0,1273.0,1210.0,"6,7","77,1","0,7597"
08/01/2005,09.00.00,"3,4",1325.0,-200.0,"14,7",1140.0,583.0,542.0,126.0,1403.0,1468.0,"6,8","77,9","0,7756"
08/01/2005,10.00.00,"3,0",1219.0,-200.0,"11,3",1026.0,462.0,604.0,133.0,1311.0,1329.0,"8,9","66,7","0,7634"
08/01/2005,11.00.00,"2,5",1195.0,-200.0,"10,4",992.0,387.0,632.0,141.0,1251.0,1295.0,"11,6","54,1","0,7387"
08/01/2005,12.00.00,"2,7",1230.0,-200.0,"11,2",1020.0,414.0,605.0,139.0,1301.0,1365.0,"13,5","49,4","0,7598"
08/01/2005,13.00.00,"2,8",1312.0,-200.0,"13,1",1087.0,440.0,567.0,147.0,1393.0,1452.0,"13,8","50,9","0,7960"
08/01/2005,14.00.00,"3,6",1387.0,-200.0,"14,3",1127.0,516.0,530.0,175.0,1430.0,1615.0,"13,4","55,9","0,8588"
08/01/2005,15.00.00,"3,1",1375.0,-200.0,"12,8",1076.0,495.0,555.0,180.0,1377.0,1599.0,"12,9","59,0","0,8736"
08/01/2005,16.00.00,"4,3",1532.0,-200.0,"18,9",1265.0,643.0,482.0,194.0,1578.0,1777.0,"13,3","59,0","0,8945"
08/01/2005,17.00.00,"4,6",1531.0,-200.0,"17,9",1235.0,725.0,484.0,192.0,1541.0,1742.0,"13,0","61,9","0,9224"
08/01/2005,18.00.00,"4,3",1479.0,-200.0,"16,5",1196.0,683.0,498.0,188.0,1511.0,1739.0,"12,5","63,6","0,9193"
08/01/2005,19.00.00,"4,3",1521.0,-200.0,"16,9",1208.0,681.0,497.0,179.0,1549.0,1770.0,"12,2","65,8","0,9310"
08/01/2005,20.00.00,"5,5",1616.0,-200.0,"22,4",1363.0,833.0,442.0,196.0,1701.0,1918.0,"12,6","65,2","0,9474"
08/01/2005,21.00.00,"3,4",1371.0,-200.0,"13,6",1105.0,514.0,553.0,169.0,1429.0,1581.0,"13,3","63,6","0,9681"
08/01/2005,22.00.00,"2,4",1198.0,-200.0,"9,1",943.0,371.0,647.0,151.0,1307.0,1291.0,"13,5","62,6","0,9644"
08/01/2005,23.00.00,"1,6",1102.0,-200.0,"6,0",813.0,213.0,764.0,123.0,1204.0,1000.0,"14,1","59,6","0,9563"
09/01/2005,00.00.00,"1,7",1120.0,-200.0,"6,3",826.0,242.0,750.0,127.0,1222.0,974.0,"14,0","61,4","0,9773"
09/01/2005,01.00.00,"1,6",1093.0,-200.0,"5,5",789.0,241.0,771.0,127.0,1206.0,949.0,"13,5","63,4","0,9755"
09/01/2005,02.00.00,"1,3",1112.0,-200.0,"5,6",791.0,218.0,764.0,118.0,1216.0,934.0,"13,2","64,2","0,9706"
09/01/2005,03.00.00,"0,8",986.0,-200.0,"3,4",674.0,-200.0,883.0,-200.0,1137.0,730.0,"13,6","62,2","0,9643"
09/01/2005,04.00.00,-200,934.0,-200.0,"2,3",609.0,70.0,976.0,55.0,1094.0,581.0,"13,7","61,1","0,9537"
09/01/2005,05.00.00,"0,6",919.0,-200.0,"1,8",571.0,54.0,1017.0,44.0,1082.0,521.0,"13,5","63,8","0,9801"
09/01/2005,06.00.00,"0,6",929.0,-200.0,"1,6",556.0,60.0,1035.0,46.0,1094.0,575.0,"12,5","67,3","0,9743"
09/01/2005,07.00.00,"0,5",919.0,-200.0,"1,6",552.0,55.0,1063.0,46.0,1080.0,522.0,"13,2","64,2","0,9664"
09/01/2005,08.00.00,"0,6",944.0,-200.0,"2,0",586.0,93.0,977.0,61.0,1090.0,586.0,"13,1","63,4","0,9535"
09/01/2005,09.00.00,"0,7",943.0,-200.0,"1,9",580.0,81.0,980.0,60.0,1074.0,566.0,"13,8","60,5","0,9526"
09/01/2005,10.00.00,"0,9",1036.0,-200.0,"3,5",683.0,109.0,846.0,71.0,1144.0,693.0,"13,7","60,4","0,9390"
09/01/2005,11.00.00,"1,5",1168.0,-200.0,"5,7",797.0,251.0,698.0,111.0,1235.0,1022.0,"14,0","59,7","0,9495"
09/01/2005,12.00.00,"1,9",1232.0,-200.0,"8,1",903.0,284.0,626.0,127.0,1313.0,1152.0,"15,0","56,2","0,9539"
09/01/2005,13.00.00,"1,9",1236.0,-200.0,"8,1",901.0,262.0,628.0,128.0,1311.0,1108.0,"16,9","50,9","0,9714"
09/01/2005,14.00.00,"2,2",1278.0,-200.0,"12,6",1070.0,256.0,557.0,142.0,1479.0,1110.0,"16,6","52,4","0,9810"
09/01/2005,15.00.00,"3,8",1369.0,-200.0,"18,1",1242.0,310.0,476.0,145.0,1669.0,1306.0,"16,4","53,2","0,9826"
09/01/2005,16.00.00,"2,0",1182.0,-200.0,"8,7",929.0,269.0,648.0,145.0,1324.0,1029.0,"16,1","52,8","0,9579"
09/01/2005,17.00.00,"2,2",1210.0,-200.0,"8,8",933.0,348.0,648.0,156.0,1327.0,1094.0,"15,7","54,4","0,9616"
09/01/2005,18.00.00,"3,3",1316.0,-200.0,"14,1",1121.0,396.0,548.0,154.0,1488.0,1282.0,"15,4","55,3","0,9616"
09/01/2005,19.00.00,"2,7",1221.0,-200.0,"9,3",952.0,432.0,641.0,165.0,1334.0,1147.0,"15,2","54,7","0,9362"
09/01/2005,20.00.00,"2,6",1260.0,-200.0,"11,6",1034.0,419.0,588.0,153.0,1402.0,1208.0,"14,7","56,6","0,9392"
09/01/2005,21.00.00,"2,5",1231.0,-200.0,"9,6",962.0,412.0,625.0,151.0,1348.0,1192.0,"14,4","58,2","0,9495"
09/01/2005,22.00.00,"1,5",1115.0,-200.0,"5,8",804.0,223.0,734.0,131.0,1220.0,1136.0,"14,3","59,2","0,9608"
09/01/2005,23.00.00,"1,9",1180.0,-200.0,"7,5",877.0,242.0,680.0,128.0,1297.0,1131.0,"14,0","60,4","0,9622"
10/01/2005,00.00.00,"2,0",1174.0,-200.0,"7,4",873.0,288.0,672.0,137.0,1300.0,1071.0,"13,7","63,6","0,9912"
10/01/2005,01.00.00,"1,7",1178.0,-200.0,"7,4",876.0,209.0,666.0,119.0,1319.0,1059.0,"13,1","68,7","1,0329"
10/01/2005,02.00.00,"1,2",1052.0,-200.0,"3,9",704.0,141.0,807.0,96.0,1210.0,909.0,"13,2","69,9","1,0526"
10/01/2005,03.00.00,"0,9",998.0,-200.0,"2,1",591.0,-200.0,937.0,-200.0,1147.0,820.0,"12,8","71,2","1,0454"
10/01/2005,04.00.00,"0,6",960.0,-200.0,"1,3",532.0,66.0,1059.0,60.0,1122.0,724.0,"12,9","70,4","1,0444"
10/01/2005,05.00.00,"-200,0",958.0,-200.0,"1,8",571.0,64.0,998.0,54.0,1138.0,707.0,"12,4","72,5","1,0411"
10/01/2005,06.00.00,"-200,0",989.0,-200.0,"3,0",650.0,105.0,900.0,66.0,1171.0,768.0,"13,0","70,3","1,0502"
10/01/2005,07.00.00,"0,4",1162.0,-200.0,"6,7",843.0,303.0,685.0,104.0,1336.0,1027.0,"12,3","73,3","1,0448"
10/01/2005,08.00.00,"2,6",1523.0,-200.0,"21,0",1324.0,620.0,451.0,137.0,1776.0,1502.0,"12,8","71,8","1,0551"
10/01/2005,09.00.00,"3,5",1511.0,-200.0,"21,4",1334.0,590.0,433.0,146.0,1804.0,1606.0,"13,1","70,2","1,0567"
10/01/2005,10.00.00,"2,1",1420.0,-200.0,"16,1",1183.0,592.0,488.0,136.0,1626.0,1520.0,"12,8","71,8","1,0551"
10/01/2005,11.00.00,"2,1",1413.0,-200.0,"16,4",1193.0,698.0,484.0,144.0,1598.0,1566.0,"13,1","70,3","1,0566"
10/01/2005,12.00.00,"1,7",1335.0,-200.0,"14,8",1141.0,482.0,512.0,133.0,1536.0,1501.0,"13,7","67,0","1,0446"
10/01/2005,13.00.00,"2,6",1451.0,-200.0,"20,1",1298.0,575.0,452.0,148.0,1744.0,1634.0,"14,0","65,4","1,0427"
10/01/2005,14.00.00,"2,6",1410.0,-200.0,"19,3",1276.0,548.0,459.0,155.0,1701.0,1587.0,"14,4","63,8","1,0421"
10/01/2005,15.00.00,"2,4",1429.0,-200.0,"19,3",1277.0,498.0,456.0,152.0,1721.0,1560.0,"14,1","65,9","1,0531"
10/01/2005,16.00.00,"2,4",1409.0,-200.0,"17,4",1223.0,479.0,475.0,145.0,1640.0,1538.0,"14,1","65,9","1,0552"
10/01/2005,17.00.00,"2,0",1372.0,-200.0,"17,0",1210.0,420.0,484.0,139.0,1629.0,1491.0,"14,1","66,0","1,0539"
10/01/2005,18.00.00,"2,0",1366.0,-200.0,"17,1",1213.0,378.0,489.0,134.0,1611.0,1469.0,"14,0","66,4","1,0536"
10/01/2005,19.00.00,"3,1",1365.0,-200.0,"16,4",1192.0,340.0,492.0,128.0,1593.0,1486.0,"13,8","66,4","1,0451"
10/01/2005,20.00.00,"3,3",1385.0,-200.0,"17,3",1218.0,399.0,478.0,135.0,1620.0,1494.0,"13,4","68,1","1,0441"
10/01/2005,21.00.00,"3,3",1361.0,-200.0,"14,6",1137.0,449.0,503.0,136.0,1526.0,1471.0,"13,2","69,1","1,0452"
10/01/2005,22.00.00,"2,6",1312.0,-200.0,"11,9",1047.0,374.0,545.0,126.0,1430.0,1399.0,"13,0","70,0","1,0420"
10/01/2005,23.00.00,"1,7",1177.0,-200.0,"7,3",871.0,244.0,660.0,116.0,1292.0,1192.0,"12,7","69,9","1,0223"
11/01/2005,00.00.00,"1,8",1205.0,-200.0,"7,7",888.0,256.0,647.0,116.0,1292.0,1187.0,"12,0","71,9","1,0071"
11/01/2005,01.00.00,"1,5",1114.0,-200.0,"4,9",757.0,212.0,744.0,107.0,1204.0,1070.0,"13,2","66,8","1,0087"
11/01/2005,02.00.00,"1,1",1047.0,-200.0,"3,9",708.0,146.0,816.0,91.0,1167.0,949.0,"12,4","69,5","0,9986"
11/01/2005,03.00.00,"0,9",982.0,-200.0,"2,1",592.0,-200.0,953.0,-200.0,1106.0,830.0,"13,1","65,7","0,9858"
